ORIGIN_AIRPORT,DESTINATION_AIRPORT,route_delay_rate
11259,14122,0.1111111111111111
11259,14492,0.2222222222222222
11259,14679,0.05555555555555555
11259,14683,0.09259259259259259
11259,14747,0.1388888888888889
11259,14771,0.16049382716049382
11259,14831,0.0
11259,14869,0.0
11259,14893,0.05555555555555555
11259,14908,0.1
11259,15016,0.09401709401709402
11259,15304,0.05555555555555555
11259,15370,0.11764705882352941
11267,10397,0.04411764705882353
11267,10821,0.05555555555555555
11267,11292,0.14705882352941177
11267,11298,0.0625
11267,11433,0.13333333333333333
11267,11618,0.20454545454545456
11267,13204,0.1111111111111111
11267,13487,0.0
11267,13930,0.11875
11274,13930,0.0392156862745098
11278,10397,0.11965811965811966
11278,10423,0.1111111111111111
11278,10529,0.07692307692307693
11278,10693,0.0196078431372549
11278,10721,0.15
11278,10874,0.05555555555555555
11278,10994,0.08333333333333333
11278,11042,0.2
11278,11057,0.09090909090909091
11278,11066,0.16666666666666666
11278,11193,0.0
11278,11259,0.1
11278,11292,0.08064516129032258
11278,11298,0.08187134502923976
11278,11433,0.1595744680851064
11278,11618,0.20253164556962025
11278,11697,0.17073170731707318
11278,12191,0.06060606060606061
11278,12266,0.056074766355140186
11278,12339,0.1568627450980392
11278,12451,0.2777777777777778
11278,12478,0.16666666666666666
11278,12889,0.16666666666666666
11278,12892,0.07407407407407407
11278,12953,0.2146118721461187
11278,13198,0.10638297872340426
11278,13204,0.14689265536723164
11278,13232,0.09615384615384616
11278,13303,0.23417721518987342
11278,13342,0.09259259259259259
11278,13487,0.12121212121212122
11278,13495,0.0392156862745098
11278,13930,0.10746268656716418
11278,14027,0.12
11278,14057,0.1111111111111111
11278,14100,0.0
11278,14107,0.11320754716981132
11278,14307,0.0
11278,14321,0.0
11278,14635,0.1111111111111111
11278,14747,0.16666666666666666
11278,14771,0.05555555555555555
11278,14843,0.0
11278,14869,0.030303030303030304
11278,15016,0.1568627450980392
11278,15304,0.10948905109489052
11292,10140,0.1
11292,10279,0.2
11292,10299,0.2777777777777778
11292,10372,0.0
11292,10397,0.12794612794612795
11292,10423,0.0783132530120482
11292,10529,0.05555555555555555
11292,10561,0.12121212121212122
11292,10599,0.2222222222222222
11292,10620,0.029850746268656716
11292,10627,0.12121212121212122
11292,10693,0.09166666666666666
11292,10713,0.08333333333333333
11292,10721,0.1510791366906475
11292,10800,0.07936507936507936
11292,10821,0.13333333333333333
11292,10849,0.13114754098360656
11292,10874,0.2777777777777778
11292,11003,0.1282051282051282
11292,11042,0.06896551724137931
11292,11057,0.22950819672131148
11292,11066,0.12121212121212122
11292,11109,0.24271844660194175
11292,11122,0.12121212121212122
11292,11193,0.2
11292,11259,0.10714285714285714
11292,11267,0.24242424242424243
11292,11278,0.13432835820895522
11292,11298,0.09776536312849161
11292,11413,0.2727272727272727
11292,11423,0.15789473684210525
11292,11433,0.12574850299401197
11292,11540,0.2222222222222222
11292,11603,0.15151515151515152
11292,11618,0.18
11292,11637,0.16393442622950818
11292,11638,0.07246376811594203
11292,11648,0.1111111111111111
11292,11697,0.1282051282051282
11292,11775,0.0975609756097561
11292,11865,0.030303030303030304
11292,11884,0.10666666666666667
11292,11921,0.3333333333333333
11292,11986,0.14285714285714285
11292,11995,0.0
11292,12003,0.11764705882352941
11292,12094,0.2
11292,12156,0.16666666666666666
11292,12173,0.16666666666666666
11292,12191,0.1414141414141414
11292,12255,0.06666666666666667
11292,12264,0.1393939393939394
11292,12266,0.08130081300813008
11292,12278,0.04878048780487805
11292,12280,0.1568627450980392
11292,12339,0.12605042016806722
11292,12389,0.13846153846153847
11292,12441,0.1111111111111111
11292,12451,0.1111111111111111
11292,12478,0.11764705882352941
11292,12519,0.17857142857142858
11292,12758,0.3333333333333333
11292,12888,0.1111111111111111
11292,12889,0.16516516516516516
11292,12892,0.14285714285714285
11292,12896,0.45454545454545453
11292,12953,0.12921348314606743
11292,12992,0.18181818181818182
11292,13029,0.1568627450980392
11292,13158,0.11475409836065574
11292,13198,0.09523809523809523
11292,13204,0.08280254777070063
11292,13232,0.12837837837837837
11292,13244,0.13725490196078433
11292,13264,0.09090909090909091
11292,13303,0.0425531914893617
11292,13342,0.12295081967213115
11292,13433,0.11594202898550725
11292,13485,0.11627906976744186
11292,13486,0.12121212121212122
